Unix time,Flow rate,Temperature,Wind direction,Wind speed,Wind speed squared
1546700400,-0.873102033,-1.091669145,-1.935026704,-0.489030596,-0.527234968
1546704000,-0.957170466,-1.091669145,-1.885749628,-0.489030596,-0.527234968
1546707600,-0.959918556,-1.218279699,-1.836472551,-0.489030596,-0.527234968
1546711200,-0.925612825,-1.218279699,-1.787195474,-0.489030596,-0.527234968
1546714800,-0.9333867,-1.218279699,-1.725599128,-0.489030596,-0.527234968
1546718400,-0.967651168,-1.218279699,-1.664002782,-0.864614326,-0.744859755
1546722000,-0.976440103,-1.218279699,-1.602406437,-0.864614326,-0.744859755
1546725600,-0.905031038,-1.218279699,-1.590087167,-0.864614326,-0.744859755
1546729200,-0.837954546,-1.218279699,-1.565448629,-0.864614326,-0.744859755
1546732800,-0.85731496,-1.218279699,-1.55312936,-0.864614326,-0.744859755
1546736400,-0.870155883,-1.218279699,-1.590087167,-0.864614326,-0.744859755
1546740000,-0.849912449,-1.218279699,-1.627044975,-0.864614326,-0.744859755
1546743600,-0.874570982,-1.218279699,-1.676322052,-0.864614326,-0.744859755
1546747200,-0.928088582,-1.218279699,-1.664002782,-0.864614326,-0.744859755
1546750800,-0.97230559,-1.218279699,-1.664002782,-0.489030596,-0.527234968
1546754400,-0.989008693,-1.344890252,-1.664002782,-0.489030596,-0.527234968
1546758000,-0.998829193,-1.218279699,-1.639364244,-0.489030596,-0.527234968
1546761600,-0.967015724,-1.218279699,-1.614725706,-0.489030596,-0.527234968
1546765200,-0.904544139,-1.091669145,-1.590087167,-0.489030596,-0.527234968
1546768800,-0.882757483,-0.965058592,-1.688641321,-0.113446866,-0.261249117
1546772400,-0.916411264,-0.965058592,-1.774876205,0.262136863,0.053097798
1546776000,-0.944981493,-0.838448038,-1.873430358,0.637720593,0.415805777
1546779600,-0.917442829,-0.838448038,-1.947345973,0.637720593,0.415805777
1546783200,-0.878251606,-0.965058592,-2.008942319,0.637720593,0.415805777
1546786800,-0.881453585,-0.965058592,-2.070538665,1.013304323,0.82687482
1546790400,-0.945914027,-1.091669145,-1.984303781,0.637720593,0.415805777
1546794000,-0.999902021,-1.218279699,-1.885749628,0.262136863,0.053097798
1546797600,-1.018577476,-1.344890252,-1.799514743,0.262136863,0.053097798
1546801200,-1.035486892,-1.344890252,-1.676322052,-0.113446866,-0.261249117
1546804800,-1.049780259,-1.218279699,-1.565448629,-0.113446866,-0.261249117
1546808400,-1.057405588,-1.218279699,-1.454575207,-0.489030596,-0.527234968
1546812000,-1.0589158,-1.344890252,-1.392978861,-0.489030596,-0.527234968
1546815600,-1.044506898,-1.344890252,-1.343701784,-0.489030596,-0.527234968
1546819200,-1.003962261,-1.471500806,-1.282105438,-0.489030596,-0.527234968
1546822800,-0.984131453,-1.471500806,-1.269786169,-0.113446866,-0.261249117
1546826400,-0.984544079,-1.471500806,-1.245147631,-0.113446866,-0.261249117
1546830000,-0.962839948,-1.471500806,-1.232828361,-0.113446866,-0.261249117
1546833600,-0.919968101,-1.471500806,-1.220509092,-0.113446866,-0.261249117
1546837200,-0.912689377,-1.471500806,-1.208189823,-0.113446866,-0.261249117
1546840800,-0.95194662,-1.471500806,-1.195870554,-0.113446866,-0.261249117
1546844400,-0.971546358,-1.344890252,-1.2574669,-0.113446866,-0.261249117
1546848000,-0.976456608,-1.344890252,-1.306743976,-0.489030596,-0.527234968
1546851600,-0.979369748,-1.218279699,-1.368340322,-0.489030596,-0.527234968
1546855200,-0.861317433,-1.091669145,-1.540810091,-0.489030596,-0.527234968
1546858800,-0.65132378,-0.965058592,-1.713279859,-0.113446866,-0.261249117
1546862400,-0.293420189,-0.838448038,-1.885749628,-0.113446866,-0.261249117
1546866000,-0.085605201,-0.838448038,-1.959665243,-0.113446866,-0.261249117
1546869600,-0.032491975,-0.965058592,-2.045900127,-0.113446866,-0.261249117
1546873200,-0.046149898,-0.965058592,-2.132135011,-0.113446866,-0.261249117
1546876800,-0.115396803,-1.091669145,-1.84879182,-0.489030596,-0.527234968
1546880400,-0.159490023,-1.218279699,-1.565448629,-0.489030596,-0.527234968
1546884000,-0.212570239,-1.344890252,-1.294424707,-0.489030596,-0.527234968
1546887600,-0.306937819,-1.344890252,-1.10963567,-0.489030596,-0.527234968
1546891200,-0.30550188,-1.344890252,-0.924846632,-0.489030596,-0.527234968
1546894800,-0.187094707,-1.344890252,-0.752376864,-0.489030596,-0.527234968
1546898400,-0.109925381,-1.344890252,-0.690780518,-0.489030596,-0.527234968
1546902000,-0.157707479,-1.344890252,-0.629184172,-0.489030596,-0.527234968
1546905600,-0.300154247,-1.344890252,-0.567587826,-0.489030596,-0.527234968
1546909200,-0.477773259,-1.344890252,-0.456714404,-0.489030596,-0.527234968
1546912800,-0.610325254,-1.218279699,-0.345840981,-0.489030596,-0.527234968
1546916400,-0.678491079,-1.218279699,-0.234967559,-0.489030596,-0.527234968
1546920000,-0.70595547,-1.091669145,-0.185690482,-0.113446866,-0.261249117
1546923600,-0.743512693,-1.091669145,-0.136413405,-0.113446866,-0.261249117
1546927200,-0.765951298,-1.091669145,-0.087136328,-0.113446866,-0.261249117
1546930800,-0.7842884,-1.091669145,-0.000901444,0.262136863,0.053097798
1546934400,-0.803640563,-1.091669145,0.073014171,0.262136863,0.053097798
1546938000,-0.820558231,-0.965058592,0.146929786,0.262136863,0.053097798
1546941600,-0.822959715,-0.965058592,0.319399554,0.262136863,0.053097798
1546945200,-0.801313352,-0.965058592,0.479550053,0.262136863,0.053097798
1546948800,-0.758524029,-0.838448038,0.639700553,0.262136863,0.053097798
1546952400,-0.774897031,-0.838448038,0.738254706,0.262136863,0.053097798
1546956000,-0.761726008,-0.965058592,0.836808859,0.262136863,0.053097798
1546959600,-0.659592806,-0.965058592,0.935363013,0.262136863,0.053097798
1546963200,-0.482287389,-1.091669145,0.996959359,0.262136863,0.053097798
1546966800,-0.489772425,-1.091669145,1.058555705,0.262136863,0.053097798
1546970400,-0.614443262,-1.091669145,1.12015205,0.262136863,0.053097798
1546974000,-0.715066253,-1.091669145,1.181748396,0.262136863,0.053097798
1546977600,-0.758416747,-1.091669145,1.243344742,0.262136863,0.053097798
1546981200,-0.768278509,-1.218279699,1.317260357,-0.113446866,-0.261249117
1546984800,-0.708224913,-1.218279699,1.304941088,-0.113446866,-0.261249117
1546988400,-0.56654563,-1.218279699,1.304941088,-0.113446866,-0.261249117
1546992000,-0.458437602,-1.218279699,1.304941088,-0.113446866,-0.261249117
1546995600,-0.458907996,-1.218279699,1.28030255,0.262136863,0.053097798
1546999200,-0.625633681,-1.344890252,1.255664011,0.262136863,0.053097798
1547002800,-0.757492464,-1.344890252,1.231025473,0.637720593,0.415805777
1547006400,-0.784321411,-1.344890252,1.231025473,0.637720593,0.415805777
1547010000,-0.779642231,-1.471500806,1.243344742,1.013304323,0.82687482
1547013600,-0.793432194,-1.471500806,1.243344742,1.013304323,0.82687482
1547017200,-0.808988196,-1.471500806,1.28030255,1.013304323,0.82687482
1547020800,-0.819798999,-1.471500806,1.317260357,1.013304323,0.82687482
1547024400,-0.804333774,-1.471500806,1.354218165,1.013304323,0.82687482
1547028000,-0.770028044,-1.471500806,1.42813378,1.013304323,0.82687482
1547031600,-0.617727766,-1.471500806,1.502049395,1.013304323,0.82687482
1547035200,-0.330201676,-1.471500806,1.563645741,1.388888053,1.286304926
1547038800,-0.171233361,-1.471500806,1.674519163,1.388888053,1.286304926
1547042400,-0.175145056,-1.471500806,1.773073317,1.388888053,1.286304926
1547046000,-0.236882167,-1.471500806,1.87162747,1.388888053,1.286304926
1547049600,-0.245208961,-1.598111359,1.896266008,1.388888053,1.286304926
1547053200,-0.300179004,-1.598111359,1.920904547,1.013304323,0.82687482
1547056800,-0.425576063,-1.598111359,1.957862354,1.013304323,0.82687482
1547060400,-0.53044085,-1.598111359,1.933223816,0.637720593,0.415805777
1547064000,-0.498544855,-1.598111359,1.908585277,0.637720593,0.415805777
1547067600,-0.323162276,-1.598111359,1.883946739,0.262136863,0.053097798
1547071200,-0.179263064,-1.724721913,1.920904547,0.262136863,0.053097798
1547074800,-0.265328607,-1.724721913,1.957862354,0.262136863,0.053097798
1547078400,-0.344594073,-1.724721913,1.994820162,-0.113446866,-0.261249117
1547082000,-0.467787709,-1.724721913,1.13247132,0.262136863,0.053097798
1547085600,-0.524317479,-1.724721913,0.270122478,0.262136863,0.053097798
1547089200,-0.54049242,-1.724721913,-0.592226365,0.637720593,0.415805777
1547092800,-0.6505728,-1.851332466,-0.986442978,0.637720593,0.415805777
1547096400,-0.740525281,-1.851332466,-1.380659592,0.637720593,0.415805777
1547100000,-0.778305323,-1.977943019,-1.774876205,0.637720593,0.415805777
1547103600,-0.808303237,-1.851332466,-1.737918398,0.262136863,0.053097798
1547107200,-0.823265058,-1.851332466,-1.688641321,0.262136863,0.053097798
1547110800,-0.723137219,-1.724721913,-1.639364244,0.262136863,0.053097798
1547114400,-0.424527993,-1.598111359,-1.713279859,0.637720593,0.415805777
1547118000,-0.224701446,-1.598111359,-1.787195474,1.013304323,0.82687482
1547121600,0.074650507,-1.471500806,-1.861111089,1.013304323,0.82687482
1547125200,0.209752531,-1.471500806,-1.910388166,1.388888053,1.286304926
1547128800,0.221000717,-1.471500806,-1.959665243,1.388888053,1.286304926
1547132400,0.232702792,-1.471500806,-2.008942319,1.388888053,1.286304926
1547136000,0.228725077,-1.598111359,-1.971984512,1.388888053,1.286304926
1547139600,0.231852783,-1.724721913,-1.935026704,1.013304323,0.82687482
1547143200,0.245320897,-1.724721913,-1.898068897,0.637720593,0.415805777
1547146800,0.3080153,-1.851332466,-1.836472551,0.637720593,0.415805777
1547150400,0.412261148,-1.851332466,-1.762556936,0.262136863,0.053097798
1547154000,0.481285235,-1.851332466,-1.70096059,-0.113446866,-0.261249117
1547157600,0.439676023,-1.977943019,-1.614725706,-0.113446866,-0.261249117
1547161200,0.324429565,-1.977943019,-1.528490822,-0.489030596,-0.527234968
1547164800,0.187998885,-2.104553573,-1.442255937,-0.489030596,-0.527234968
1547168400,-0.087874645,-2.104553573,-1.417617399,-0.489030596,-0.527234968
1547172000,-0.36883998,-2.104553573,-1.392978861,-0.489030596,-0.527234968
1547175600,-0.549784759,-2.104553573,-1.368340322,-0.864614326,-0.744859755
1547179200,-0.629017215,-2.104553573,-1.319063246,-0.864614326,-0.744859755
1547182800,-0.662200602,-2.231164126,-1.269786169,-0.864614326,-0.744859755
1547186400,-0.675388131,-2.231164126,-1.220509092,-0.864614326,-0.744859755
1547190000,-0.653370405,-2.104553573,-1.183551285,-0.864614326,-0.744859755
1547193600,-0.583356015,-1.977943019,-1.146593477,-0.864614326,-0.744859755
1547197200,-0.512376081,-1.851332466,-1.10963567,-0.864614326,-0.744859755
1547200800,-0.420418237,-1.724721913,-1.306743976,-0.864614326,-0.744859755
1547204400,-0.207486686,-1.598111359,-1.491533014,-0.489030596,-0.527234968
1547208000,-0.008823744,-1.471500806,-1.688641321,-0.489030596,-0.527234968
1547211600,0.067470814,-1.471500806,-1.774876205,-0.489030596,-0.527234968
1547215200,-0.042461021,-1.471500806,-1.861111089,-0.489030596,-0.527234968
1547218800,-0.062853001,-1.471500806,-1.947345973,-0.489030596,-0.527234968
1547222400,-0.107672443,-1.598111359,-1.688641321,-0.489030596,-0.527234968
1547226000,-0.159663326,-1.598111359,-1.417617399,-0.489030596,-0.527234968
1547229600,-0.195966167,-1.724721913,-1.158912746,-0.864614326,-0.744859755
1547233200,-0.12023278,-1.598111359,-0.998762247,-0.864614326,-0.744859755
1547236800,-0.060278214,-1.598111359,-0.850931017,-0.864614326,-0.744859755
1547240400,0.012888639,-1.598111359,-0.690780518,-0.864614326,-0.744859755
1547244000,0.061429968,-1.471500806,-0.715419056,-0.864614326,-0.744859755
1547247600,0.030169418,-1.471500806,-0.752376864,-0.864614326,-0.744859755
1547251200,0.002341917,-1.471500806,-0.777015402,-0.864614326,-0.744859755
1547254800,-0.15034623,-1.471500806,-0.81397321,-0.864614326,-0.744859755
1547258400,-0.302365922,-1.471500806,-0.850931017,-0.864614326,-0.744859755
1547262000,-0.417340047,-1.471500806,-0.887888825,-0.864614326,-0.744859755
1547265600,-0.54055844,-1.471500806,-0.924846632,-0.864614326,-0.744859755
1547269200,-0.592953697,-1.471500806,-0.94948517,-0.864614326,-0.744859755
1547272800,-0.665740934,-1.344890252,-0.986442978,-0.864614326,-0.744859755
1547276400,-0.757764797,-1.344890252,-0.998762247,-0.864614326,-0.744859755
1547280000,-0.806727006,-1.218279699,-0.998762247,-0.864614326,-0.744859755
1547283600,-0.837723475,-1.218279699,-1.011081516,-0.864614326,-0.744859755
1547287200,-0.843648785,-1.091669145,-0.35816025,-1.240198055,-0.914123479
1547290800,-0.845282784,-0.965058592,0.294761016,-1.240198055,-0.914123479
1547294400,-0.858123707,-0.838448038,0.947682282,-1.240198055,-0.914123479
1547298000,-0.870320934,-0.838448038,1.107832781,-1.240198055,-0.914123479
1547301600,-0.850267307,-0.838448038,1.255664011,-1.240198055,-0.914123479
1547305200,-0.788728257,-0.965058592,1.415814511,-1.240198055,-0.914123479
1547308800,-0.780252918,-0.965058592,1.181748396,-1.240198055,-0.914123479
1547312400,-0.860170333,-1.091669145,0.935363013,-1.240198055,-0.914123479
1547316000,-0.946475199,-1.218279699,0.701296899,-0.864614326,-0.744859755
1547319600,-0.994496619,-1.218279699,0.553465669,-0.489030596,-0.527234968
1547323200,-0.992350964,-1.218279699,0.405634438,-0.113446866,-0.261249117
1547326800,-0.998804436,-1.218279699,0.270122478,0.262136863,0.053097798
1547330400,-1.010778844,-1.091669145,0.23316467,0.637720593,0.415805777
1547334000,-1.023727049,-1.091669145,0.196206863,0.637720593,0.415805777
1547337600,-1.014418206,-1.091669145,0.159249055,1.013304323,0.82687482
1547341200,-0.940558141,-1.091669145,0.220845401,1.013304323,0.82687482
1547344800,-0.883227877,-1.091669145,0.270122478,1.013304323,0.82687482
1547348400,-0.887618218,-1.091669145,0.319399554,1.013304323,0.82687482
1547352000,-0.918573425,-1.091669145,0.331718823,1.013304323,0.82687482
1547355600,-0.969111864,-1.091669145,0.344038093,1.013304323,0.82687482
1547359200,-0.989594622,-1.091669145,0.356357362,1.013304323,0.82687482
1547362800,-0.986367886,-1.091669145,0.331718823,1.013304323,0.82687482
1547366400,-0.982447939,-1.091669145,0.294761016,1.388888053,1.286304926
1547370000,-0.971042954,-1.091669145,0.270122478,1.388888053,1.286304926
1547373600,-0.967601653,-0.965058592,0.270122478,1.388888053,1.286304926
1547377200,-0.969912359,-0.965058592,0.282441747,1.388888053,1.286304926
1547380800,-0.969912359,-0.838448038,0.282441747,1.388888053,1.286304926
1547384400,-0.964226372,-0.838448038,0.282441747,1.388888053,1.286304926
1547388000,-0.953729165,-0.838448038,0.282441747,1.388888053,1.286304926
1547391600,-0.943776624,-0.838448038,0.282441747,1.388888053,1.286304926
1547395200,-0.940747949,-0.838448038,0.307080285,1.388888053,1.286304926
1547398800,-0.935680901,-0.838448038,0.331718823,1.388888053,1.286304926
1547402400,-0.946046068,-0.838448038,0.356357362,1.388888053,1.286304926
1547406000,-0.965951149,-0.838448038,0.417953708,1.388888053,1.286304926
1547409600,-0.967973016,-0.838448038,0.467230784,1.388888053,1.286304926
1547413200,-0.951996136,-0.838448038,0.52882713,1.388888053,1.286304926
1547416800,-0.923962321,-0.838448038,0.553465669,1.764471782,1.794096097
1547420400,-0.910981105,-0.838448038,0.578104207,1.764471782,1.794096097
1547424000,-0.908109228,-0.838448038,0.615062014,1.764471782,1.794096097
1547427600,-0.897265415,-0.838448038,0.713616168,1.764471782,1.794096097
1547431200,-0.860153828,-0.711837485,0.812170321,2.140055512,2.350248331
1547434800,-0.852181892,-0.711837485,0.910724474,2.140055512,2.350248331
1547438400,-0.892660508,-0.838448038,1.021597897,2.140055512,2.350248331
1547442000,-0.92919442,-0.838448038,1.13247132,2.515639242,2.954761629
1547445600,-0.92549729,-0.838448038,1.243344742,2.515639242,2.954761629
1547449200,-0.9165268,-0.838448038,1.26798328,2.140055512,2.350248331
1547452800,-0.910279641,-0.965058592,1.28030255,1.764471782,1.794096097
1547456400,-0.782076725,-0.965058592,1.304941088,1.388888053,1.286304926
1547460000,-0.660063199,-0.965058592,1.243344742,1.013304323,0.82687482
1547463600,-0.630956557,-0.965058592,1.194067665,1.013304323,0.82687482
1547467200,-0.521057733,-0.965058592,1.13247132,0.637720593,0.415805777
1547470800,-0.384437245,-0.965058592,1.095513512,0.637720593,0.415805777
1547474400,-0.325225406,-0.965058592,1.046236435,0.262136863,0.053097798
1547478000,-0.291059968,-1.091669145,1.009278628,0.262136863,0.053097798
1547481600,-0.296737703,-1.091669145,0.97232082,0.262136863,0.053097798
1547485200,-0.427862011,-1.091669145,0.947682282,-0.113446866,-0.261249117
1547488800,-0.571918021,-1.218279699,0.910724474,-0.113446866,-0.261249117
1547492400,-0.702836017,-1.218279699,0.849128129,-0.489030596,-0.527234968
1547496000,-0.76566246,-1.218279699,0.787531783,-0.489030596,-0.527234968
1547499600,-0.401536469,-1.218279699,0.713616168,-0.489030596,-0.527234968
1547503200,0.050726448,-1.218279699,0.430272977,-0.864614326,-0.744859755
1547506800,-0.0140806,-1.344890252,0.134610517,-0.864614326,-0.744859755
1547510400,-0.068819573,-1.344890252,-0.161051943,-0.864614326,-0.744859755
1547514000,-0.233803976,-1.471500806,-0.345840981,-0.489030596,-0.527234968
1547517600,-0.422910499,-1.598111359,-0.530630019,-0.489030596,-0.527234968
1547521200,-0.599126583,-1.598111359,-0.703099787,-0.113446866,-0.261249117
1547524800,-0.758185676,-1.598111359,-0.727738325,-0.113446866,-0.261249117
1547528400,-0.853626083,-1.724721913,-0.752376864,0.262136863,0.053097798
1547532000,-0.906013088,-1.724721913,-0.777015402,0.262136863,0.053097798
1547535600,-0.931901246,-1.471500806,-0.777015402,0.262136863,0.053097798
1547539200,-0.926957986,-1.344890252,-0.764696133,0.262136863,0.053097798
1547542800,-0.877616162,-1.218279699,-0.764696133,-0.113446866,-0.261249117
1547546400,-0.791558872,-0.965058592,-1.023400786,-0.489030596,-0.527234968
1547550000,-0.382629943,-0.838448038,-1.269786169,-0.864614326,-0.744859755
1547553600,-0.07813667,-0.585226931,-1.528490822,-1.240198055,-0.914123479
1547557200,-0.163319193,-0.711837485,-1.503852283,-1.615781785,-1.035026139
1547560800,-0.190750573,-0.711837485,-1.491533014,-1.615781785,-1.035026139
1547564400,-0.268670878,-0.838448038,-1.466894476,-1.991365515,-1.107567734
1547568000,-0.318301541,-0.965058592,-1.2574669,-1.240198055,-0.914123479
1547571600,-0.483071378,-1.091669145,-1.060358593,-0.864614326,-0.744859755
1547575200,-0.665707924,-1.218279699,-0.850931017,-0.489030596,-0.527234968
1547578800,-0.766281399,-1.218279699,-0.789334671,-0.113446866,-0.261249117
1547582400,-0.602823713,-1.218279699,-0.715419056,0.262136863,0.053097798
1547586000,-0.264643648,-1.218279699,-0.641503441,0.637720593,0.415805777
1547589600,0.081673403,-1.218279699,-0.616864903,0.637720593,0.415805777
1547593200,0.067380036,-1.344890252,-0.604545634,0.637720593,0.415805777
